timestamp;value
2022-08-01 12:36:08;1.22
2022-08-01 13:36:08;1.28
2022-08-01 14:06:07;1.34
2022-08-01 14:36:07;1.28
2022-08-01 15:36:07;1.3
2022-08-01 16:36:07;1.35
2022-08-01 17:36:07;1.29
2022-08-01 18:36:07;1.39
2022-08-01 19:36:07;1.52
2022-08-01 20:36:06;1.44
2022-08-01 21:36:06;1.41
2022-08-01 22:36:07;1.53
2022-08-01 23:36:06;1.35
2022-08-02 00:36:06;1.24
2022-08-02 01:36:06;1.13
2022-08-02 02:36:10;1.0
2022-08-02 03:36:09;0.97
2022-08-02 04:36:10;0.88
2022-08-02 05:36:10;0.9
2022-08-02 06:36:09;0.95
2022-08-02 07:36:10;1.24
2022-08-02 08:36:09;1.14
2022-08-02 09:36:09;1.17
2022-08-02 10:36:08;1.29
2022-08-02 11:36:07;1.36
2022-08-02 12:36:07;1.38
2022-08-02 13:36:07;1.33
2022-08-02 14:06:07;1.39
2022-08-02 14:36:07;1.5
2022-08-02 15:36:07;1.33
2022-08-02 16:36:07;1.42
2022-08-02 17:36:07;1.39
2022-08-02 18:36:07;1.3
2022-08-02 19:36:06;1.38
2022-08-02 20:36:07;1.52
2022-08-02 21:36:07;1.44
2022-08-02 22:36:07;1.33
2022-08-02 23:36:06;1.38
2022-08-03 00:36:06;1.33
2022-08-03 01:36:06;1.22
2022-08-03 02:36:06;0.95
2022-08-03 03:36:06;0.92
2022-08-03 04:36:06;0.93
2022-08-03 05:36:06;0.9
2022-08-03 06:36:06;1.06
2022-08-03 07:36:06;1.36
2022-08-03 08:36:05;1.15
2022-08-03 09:36:04;1.21
2022-08-03 10:36:04;1.34
2022-08-03 11:36:04;1.23
2022-08-03 12:36:02;1.49
2022-08-03 13:36:03;1.51
2022-08-03 14:06:02;1.28
2022-08-03 14:36:03;1.32
2022-08-03 15:36:03;1.37
2022-08-03 16:36:03;1.38
2022-08-03 17:36:03;1.47
2022-08-03 18:36:03;1.56
2022-08-03 19:36:02;1.49
2022-08-03 20:36:02;1.47
2022-08-03 21:36:02;1.51
2022-08-03 22:36:03;1.43
2022-08-03 23:36:02;1.39
2022-08-04 00:36:03;1.26
2022-08-04 01:36:02;0.87
2022-08-04 02:36:02;1.04
2022-08-04 03:36:02;0.88
2022-08-04 04:36:02;0.95
2022-08-04 05:36:01;0.92
2022-08-04 06:36:01;1.05
