timestamp;value
2022-07-25 12:36:09;0.57
2022-07-25 13:36:12;0.52
2022-07-25 14:06:10;0.78
2022-07-25 14:36:09;0.51
2022-07-25 15:36:09;0.45
2022-07-25 16:36:08;0.49
2022-07-25 17:36:09;0.43
2022-07-25 18:36:08;0.46
2022-07-25 19:36:08;0.5
2022-07-25 20:36:08;0.52
2022-07-25 21:36:08;0.54
2022-07-25 22:36:08;0.6
2022-07-25 23:36:07;0.58
2022-07-26 00:36:07;0.52
2022-07-26 01:36:07;0.37
2022-07-26 02:36:11;0.31
2022-07-26 03:36:11;0.4
2022-07-26 04:36:11;0.15
2022-07-26 05:36:10;0.23
2022-07-26 06:36:11;0.27
2022-07-26 07:36:10;0.29
2022-07-26 08:36:10;0.71
2022-07-26 09:36:10;0.54
2022-07-26 10:36:10;1.12
2022-07-26 11:36:09;1.87
2022-07-26 12:36:09;0.52
2022-07-26 13:36:10;0.84
2022-07-26 14:06:09;0.92
2022-07-26 14:36:10;0.51
2022-07-26 15:36:09;0.93
2022-07-27 17:36:07;0.22
2022-07-28 07:36:03;0.07
2022-07-28 09:36:02;0.06
2022-07-28 10:36:02;0.14
2022-07-28 11:36:01;0.06
2022-07-28 12:36:00;2.23
2022-07-28 13:36:00;2.19
2022-07-28 14:06:00;2.06
2022-07-28 14:36:00;2.03
2022-07-28 15:36:00;2.19
2022-07-28 16:35:59;2.26
2022-07-28 17:35:59;2.26
2022-07-28 18:35:59;2.25
2022-07-28 19:35:59;2.28
2022-07-28 20:35:59;2.45
2022-07-28 21:35:59;2.41
2022-07-28 22:36:00;2.38
2022-07-28 23:36:00;2.34
2022-07-29 00:35:59;2.0
2022-07-29 01:36:00;1.84
2022-07-29 03:06:11;1.63
2022-07-29 05:06:11;1.64
2022-07-29 07:06:10;1.71
2022-07-29 09:06:09;1.98
2022-07-29 11:06:09;2.19
2022-07-29 13:06:08;1.92
2022-07-29 15:06:08;2.05
2022-07-29 17:06:08;2.26
2022-07-29 19:06:07;2.1
2022-07-29 21:06:07;2.33
2022-07-29 23:06:07;2.39
2022-07-30 01:06:07;2.2
2022-07-30 03:06:10;1.7
2022-07-30 05:06:11;1.76
2022-07-30 07:06:10;1.56
2022-07-30 09:06:09;1.82
2022-07-30 11:06:09;2.36
2022-07-30 13:06:07;1.98
2022-07-30 15:06:08;2.07
2022-07-30 17:06:07;2.2
2022-07-30 19:06:07;2.13
2022-07-30 21:06:07;2.09
2022-07-30 23:06:08;2.54
2022-07-31 01:06:07;1.92
2022-07-31 03:06:11;1.71
2022-07-31 05:06:11;1.65
2022-07-31 07:06:11;1.59
2022-07-31 09:06:10;1.99
2022-07-31 11:06:09;2.16
