timestamp;value
2022-08-25 11:06:08;2.52
2022-08-25 13:06:07;2.63
2022-08-25 15:06:07;2.66
2022-08-25 17:06:06;2.58
2022-08-25 19:06:07;2.7
2022-08-25 21:06:07;2.8
2022-08-25 23:06:07;2.94
2022-08-26 01:06:07;2.81
2022-08-26 03:06:10;2.2
2022-08-26 05:06:10;1.66
2022-08-26 07:06:10;1.62
2022-08-26 09:06:09;2.25
2022-08-26 11:06:08;2.69
2022-08-26 13:06:08;2.69
2022-08-26 15:06:07;2.76
2022-08-26 17:06:07;2.7
2022-08-26 19:06:07;2.79
2022-08-26 21:06:07;2.93
2022-08-26 23:06:07;2.99
2022-08-27 01:06:07;2.89
2022-08-27 03:06:10;2.11
2022-08-27 05:06:10;2.25
2022-08-27 07:06:11;1.6
2022-08-27 09:06:09;2.18
2022-08-27 11:06:07;2.79
2022-08-27 13:06:08;2.76
2022-08-27 15:06:07;2.75
2022-08-27 17:06:06;2.87
2022-08-27 19:06:06;2.9
2022-08-27 21:06:07;2.78
2022-08-27 23:06:07;2.96
2022-08-28 01:06:08;2.84
2022-08-28 03:06:11;2.37
2022-08-28 05:06:11;1.6
2022-08-28 07:06:10;1.59
2022-08-28 09:06:10;2.04
2022-08-28 11:06:08;2.68
2022-08-28 13:06:08;2.76
2022-08-28 15:06:07;2.88
2022-08-28 17:06:07;2.84
2022-08-28 19:06:06;2.85
2022-08-28 21:06:07;2.98
2022-08-28 23:06:07;2.98
2022-08-29 01:06:06;2.6
2022-08-29 03:06:11;1.84
2022-08-29 05:06:10;1.65
2022-08-29 07:06:10;1.54
2022-08-29 09:06:09;2.06
2022-08-29 11:06:08;2.48
2022-08-29 13:06:08;2.51
2022-08-29 15:06:07;2.55
2022-08-29 17:06:07;2.63
2022-08-29 19:06:07;2.75
2022-08-29 21:06:07;2.82
2022-08-29 23:06:07;2.92
2022-08-30 01:06:06;2.81
2022-08-30 03:06:10;1.94
2022-08-30 05:06:10;1.76
2022-08-30 07:06:10;1.79
2022-08-30 09:06:09;2.02
2022-08-30 11:06:09;2.48
2022-08-30 13:06:08;2.7
2022-08-30 15:06:07;2.63
2022-08-30 17:06:06;2.64
2022-08-30 19:06:07;2.81
2022-08-30 21:06:07;2.9
2022-08-30 23:06:07;2.96
2022-08-31 01:06:07;2.7
2022-08-31 03:06:11;2.16
2022-08-31 05:06:10;1.42
2022-08-31 07:06:11;1.78
2022-08-31 09:06:09;2.33
2022-08-31 11:06:08;2.43
2022-08-31 13:06:07;2.52
2022-08-31 15:06:07;2.62
2022-08-31 17:06:06;2.5
2022-08-31 19:06:07;3.03
2022-08-31 21:06:07;3.22
2022-08-31 23:06:07;3.32
2022-09-01 01:06:07;2.97
2022-09-01 03:06:10;2.26
2022-09-01 05:06:10;1.85
2022-09-01 07:06:10;2.1
2022-09-01 09:06:09;2.58
2022-09-01 11:06:08;2.8
2022-09-01 13:06:08;2.94
2022-09-01 15:06:07;2.87
2022-09-01 17:06:07;2.93
2022-09-01 19:06:07;3.0
2022-09-01 21:06:07;3.07
2022-09-01 23:06:07;3.11
2022-09-02 01:06:07;2.93
2022-09-02 03:06:10;1.99
2022-09-02 05:06:10;1.95
2022-09-02 07:06:10;2.17
2022-09-02 09:06:10;2.82
2022-09-02 11:06:10;3.05
2022-09-02 13:06:09;2.96
2022-09-02 15:06:08;3.12
2022-09-02 17:06:08;3.23
2022-09-02 19:06:08;3.11
2022-09-02 21:06:07;3.18
2022-09-02 23:06:07;3.26
2022-09-03 01:06:06;2.92
2022-09-03 03:06:11;2.17
2022-09-03 05:06:10;1.62
2022-09-03 07:06:10;1.85
2022-09-03 09:06:10;2.84
2022-09-03 11:06:09;3.2
2022-09-03 13:06:08;2.92
2022-09-03 15:06:08;2.92
2022-09-03 17:06:07;3.15
2022-09-03 19:06:07;3.21
2022-09-03 21:06:07;3.12
2022-09-03 23:06:07;3.34
2022-09-04 01:06:07;3.18
2022-09-04 03:06:11;2.42
2022-09-04 05:06:10;1.64
2022-09-04 07:06:10;1.84
2022-09-04 09:06:10;2.39
2022-09-04 11:06:08;2.84
2022-09-04 13:06:08;2.98
2022-09-04 15:06:07;3.03
2022-09-04 17:06:07;3.14
2022-09-04 19:06:07;3.18
2022-09-04 21:06:07;3.19
2022-09-04 23:06:07;3.2
2022-09-05 01:06:06;2.76
2022-09-05 03:06:10;2.02
2022-09-05 05:06:11;1.84
2022-09-05 07:06:10;2.0
2022-09-05 09:06:09;2.85
2022-09-05 11:06:08;2.63
2022-09-05 13:06:07;2.93
2022-09-05 15:06:07;2.63
2022-09-05 17:06:07;2.81
2022-09-05 19:06:08;3.06
2022-09-05 21:06:08;3.19
2022-09-05 23:06:07;3.24
2022-09-06 01:06:07;2.79
2022-09-06 03:06:11;1.84
2022-09-06 05:06:10;1.58
2022-09-06 07:06:10;2.11
2022-09-06 09:06:09;2.6
2022-09-06 11:06:08;2.82
2022-09-06 13:06:08;2.83
2022-09-06 15:06:07;3.01
2022-09-06 17:06:06;3.0
2022-09-06 19:06:06;3.15
2022-09-06 21:06:07;3.25
2022-09-06 23:06:07;3.24
2022-09-07 01:06:07;2.84
2022-09-07 03:06:11;1.97
2022-09-07 05:06:10;1.82
2022-09-07 07:06:10;2.2
2022-09-07 09:06:10;2.82
2022-09-07 11:06:08;2.96
2022-09-07 13:06:08;3.0
2022-09-07 15:06:09;3.23
2022-09-07 17:06:07;3.15
2022-09-07 19:06:08;3.23
2022-09-07 21:06:08;3.34
2022-09-07 23:06:08;3.34
2022-09-08 01:06:07;2.67
2022-09-08 03:06:11;2.01
2022-09-08 05:06:11;2.07
2022-09-08 07:06:11;2.23
2022-09-08 09:06:10;2.96
2022-09-08 11:06:10;3.01
2022-09-08 13:06:08;3.1
2022-09-08 15:06:08;3.08
2022-09-08 17:06:08;3.2
2022-09-08 19:06:08;3.17
2022-09-08 21:06:08;3.21
2022-09-08 23:06:08;3.33
2022-09-09 01:06:08;2.96
2022-09-09 03:06:11;2.05
2022-09-09 05:06:11;2.41
2022-09-09 07:06:10;2.15
2022-09-09 09:06:10;2.96
2022-09-09 11:06:09;3.09
2022-09-09 13:06:09;2.94
2022-09-09 15:06:08;3.13
2022-09-09 17:06:08;3.16
2022-09-09 19:06:08;3.3
2022-09-09 21:06:08;3.38
2022-09-09 23:06:08;3.32
2022-09-10 01:06:08;2.87
2022-09-10 03:06:12;2.42
2022-09-10 05:06:11;1.72
2022-09-10 07:06:10;2.01
2022-09-10 09:06:10;2.77
2022-09-10 11:06:09;3.12
2022-09-10 13:06:09;3.24
2022-09-10 15:06:09;3.04
2022-09-10 17:06:08;3.26
2022-09-10 19:06:08;3.13
2022-09-10 21:06:07;3.26
2022-09-10 23:06:08;3.32
2022-09-11 01:06:08;2.91
2022-09-11 03:06:11;2.38
2022-09-11 05:06:11;1.95
2022-09-11 07:06:10;1.57
2022-09-11 09:06:11;2.45
2022-09-11 11:06:09;3.0
2022-09-11 13:06:09;3.03
2022-09-11 15:06:08;3.04
2022-09-11 17:06:07;3.05
2022-09-11 19:06:07;3.14
2022-09-11 21:06:07;3.31
2022-09-11 23:06:07;3.36
2022-09-12 01:06:07;2.7
2022-09-12 03:06:11;2.01
2022-09-12 05:06:12;1.76
2022-09-12 07:06:11;2.05
2022-09-12 09:06:10;2.77
2022-09-12 11:06:09;2.87
2022-09-12 13:06:07;2.96
2022-09-12 15:06:08;2.87
2022-09-12 17:06:07;2.82
2022-09-12 19:06:07;3.13
2022-09-12 21:06:08;3.25
2022-09-12 23:06:07;3.21
2022-09-13 01:06:07;2.79
2022-09-13 03:06:10;2.24
2022-09-13 05:06:10;1.7
2022-09-13 07:06:09;2.15
2022-09-13 09:06:09;2.81
2022-09-13 11:06:09;2.87
2022-09-13 13:06:08;3.21
2022-09-13 15:06:08;2.84
2022-09-13 17:06:07;3.2
2022-09-13 19:06:07;3.25
2022-09-13 21:06:07;3.4
2022-09-13 23:06:07;3.19
2022-09-14 01:06:07;2.59
2022-09-14 03:06:10;2.16
2022-09-14 05:06:10;1.73
2022-09-14 07:06:10;2.19
2022-09-14 09:06:09;3.0
2022-09-14 11:06:09;2.85
2022-09-14 13:06:08;2.96
2022-09-14 15:06:08;3.1
2022-09-14 17:06:07;3.12
2022-09-14 19:06:07;3.33
2022-09-14 21:06:07;3.36
2022-09-14 23:06:07;3.32
2022-09-15 01:06:06;2.74
2022-09-15 03:06:10;2.28
2022-09-15 05:06:10;1.98
2022-09-15 07:06:10;2.31
2022-09-15 09:06:10;2.85
2022-09-15 11:06:08;3.04
2022-09-15 13:06:08;3.05
2022-09-15 15:06:07;2.84
2022-09-15 17:06:08;3.21
2022-09-15 19:06:07;3.39
2022-09-15 21:06:07;3.25
2022-09-15 23:06:07;3.25
2022-09-16 01:06:07;2.91
2022-09-16 03:06:11;1.98
2022-09-16 05:06:11;1.85
2022-09-16 07:06:10;2.03
2022-09-16 09:06:10;2.76
2022-09-16 11:06:09;2.75
2022-09-16 13:06:08;2.89
2022-09-16 15:06:08;2.95
2022-09-16 17:06:08;3.17
2022-09-16 19:06:08;3.22
2022-09-16 21:06:07;3.48
2022-09-16 23:06:08;3.5
2022-09-17 01:06:08;3.07
2022-09-17 03:06:12;2.38
2022-09-17 05:06:12;1.87
2022-09-17 07:06:11;2.28
2022-09-17 09:06:11;2.79
2022-09-17 11:06:09;3.2
2022-09-17 13:06:08;3.22
2022-09-17 15:06:08;3.08
2022-09-17 17:06:08;3.13
2022-09-17 19:06:07;3.15
2022-09-17 21:06:08;3.27
2022-09-17 23:06:08;3.36
2022-09-18 01:06:08;2.89
2022-09-18 03:06:12;2.21
2022-09-18 05:06:12;2.13
2022-09-18 07:06:11;2.14
2022-09-18 09:06:10;2.67
2022-09-18 11:06:09;3.16
2022-09-18 13:06:08;3.18
2022-09-18 15:06:08;3.24
2022-09-18 17:06:08;3.4
2022-09-18 19:06:07;3.28
2022-09-18 21:06:08;3.45
2022-09-18 23:06:08;3.39
2022-09-19 01:06:08;2.85
2022-09-19 03:06:12;2.03
2022-09-19 05:06:12;1.93
2022-09-19 07:06:11;2.35
2022-09-19 09:06:10;2.79
2022-09-19 11:06:08;2.75
2022-09-19 13:06:08;2.97
2022-09-19 15:06:09;3.02
2022-09-19 17:06:07;3.04
2022-09-19 19:06:08;3.27
2022-09-19 21:06:08;3.4
2022-09-19 23:06:08;3.27
2022-09-20 01:06:08;2.77
2022-09-20 03:06:12;2.17
2022-09-20 05:06:11;2.06
2022-09-20 07:06:12;2.41
2022-09-20 09:06:10;2.73
2022-09-20 11:06:09;3.01
2022-09-20 13:06:08;3.08
2022-09-20 15:06:08;2.99
2022-09-20 17:06:08;2.56
2022-09-20 19:06:08;3.23
2022-09-20 21:06:08;3.37
2022-09-20 23:06:08;3.41
2022-09-21 01:06:08;2.71
2022-09-21 03:06:12;2.4
2022-09-21 05:06:12;2.21
2022-09-21 07:06:12;1.96
2022-09-21 09:06:10;2.87
2022-09-21 11:06:09;2.93
2022-09-21 13:06:08;3.07
2022-09-21 15:06:08;3.1
2022-09-21 17:06:08;3.18
2022-09-21 19:06:07;3.05
2022-09-21 21:06:07;3.39
2022-09-21 23:06:08;3.24
2022-09-22 01:06:07;2.87
2022-09-22 03:06:12;2.13
2022-09-22 05:06:12;2.09
2022-09-22 07:06:12;2.2
2022-09-22 09:06:10;2.8
2022-09-22 11:06:08;2.82
2022-09-22 13:06:08;3.08
2022-09-22 15:06:07;3.02
2022-09-22 17:06:07;3.18
2022-09-22 19:06:08;3.08
2022-09-22 21:06:08;3.45
2022-09-22 23:06:08;3.21
2022-09-23 01:06:08;2.91
2022-09-23 03:06:12;2.08
2022-09-23 05:06:12;1.74
2022-09-23 07:06:11;2.16
2022-09-23 09:06:11;2.89
2022-09-23 11:06:10;3.14
2022-09-23 13:06:09;3.04
2022-09-23 15:06:08;2.93
2022-09-23 17:06:07;3.08
2022-09-23 19:06:07;3.14
2022-09-23 21:06:08;3.32
2022-09-23 23:06:08;3.4
2022-09-24 01:06:08;3.03
2022-09-24 03:06:11;2.48
2022-09-24 05:06:11;1.93
2022-09-24 07:06:11;2.01
2022-09-24 09:06:10;2.77
2022-09-24 11:06:10;3.34
2022-09-24 13:06:09;3.31
2022-09-24 15:06:09;3.33
2022-09-24 17:06:08;3.18
2022-09-24 19:06:08;3.29
2022-09-24 21:06:08;3.33
2022-09-24 23:06:08;3.25
2022-09-25 01:06:07;3.22
2022-09-25 03:06:11;2.42
2022-09-25 05:06:11;1.83
2022-09-25 07:06:11;2.04
2022-09-25 09:06:10;2.7
2022-09-25 11:06:09;3.15
2022-09-25 13:06:08;3.09
2022-09-25 15:06:07;3.13
2022-09-25 17:06:07;3.19
2022-09-25 19:06:07;3.35
2022-09-25 21:06:08;3.49
2022-09-25 23:06:08;3.34
2022-09-26 01:06:08;2.95
2022-09-26 03:06:12;2.36
2022-09-26 05:06:11;1.79
2022-09-26 07:06:11;2.4
2022-09-26 09:06:11;2.92
2022-09-26 11:06:10;3.0
2022-09-26 13:06:09;3.21
2022-09-26 15:06:10;3.0
2022-09-26 17:06:09;3.28
2022-09-26 19:06:09;3.25
2022-09-26 21:06:09;3.49
2022-09-26 23:06:09;3.49
2022-09-27 01:06:08;3.12
2022-09-27 03:06:11;2.41
2022-09-27 05:06:11;2.4
2022-09-27 07:06:11;2.44
2022-09-27 09:06:11;2.91
2022-09-27 11:06:10;2.81
2022-09-27 13:06:09;3.0
2022-09-27 15:06:09;3.13
2022-09-27 17:06:09;3.25
2022-09-27 19:06:08;3.24
2022-09-27 21:06:08;3.37
2022-09-27 23:06:08;3.33
2022-09-28 01:06:08;2.69
2022-09-28 03:06:11;2.39
2022-09-28 05:06:11;2.18
2022-09-28 07:06:11;2.36
2022-09-28 09:06:11;3.0
2022-09-28 11:06:09;3.07
2022-09-28 13:06:09;3.13
2022-09-28 15:06:08;3.15
2022-09-28 17:06:09;3.2
2022-09-28 19:06:08;3.36
2022-09-28 21:06:08;3.47
2022-09-28 23:06:09;3.35
2022-09-29 01:06:08;2.91
2022-09-29 03:06:12;2.2
2022-09-29 05:06:11;2.09
2022-09-29 07:06:11;2.35
2022-09-29 09:06:11;2.95
2022-09-29 11:06:10;2.95
2022-09-29 13:06:08;3.09
2022-09-29 15:06:09;3.01
2022-09-29 17:06:08;3.28
2022-09-29 19:06:08;3.38
2022-09-29 21:06:08;3.41
2022-09-29 23:06:09;3.33
2022-09-30 01:06:08;2.76
2022-09-30 03:06:12;2.05
2022-09-30 05:06:12;1.78
2022-09-30 07:06:12;2.37
2022-09-30 09:06:11;2.99
2022-09-30 11:06:09;2.97
2022-09-30 13:06:08;2.98
2022-09-30 15:06:08;3.25
2022-09-30 17:06:08;3.13
2022-09-30 19:06:08;3.35
2022-09-30 21:06:08;3.44
2022-09-30 23:06:08;3.42
2022-10-01 01:06:08;2.9
2022-10-01 03:06:12;2.53
2022-10-01 05:06:11;2.19
2022-10-01 07:06:11;2.37
2022-10-01 09:06:10;2.9
2022-10-01 11:06:09;3.18
2022-10-01 13:06:09;3.08
2022-10-01 15:06:08;3.3
2022-10-01 17:06:08;3.22
2022-10-01 19:06:08;3.21
2022-10-01 21:06:07;3.49
2022-10-01 23:06:07;3.49
2022-10-02 01:06:07;3.09
2022-10-02 03:06:11;2.58
2022-10-02 05:06:11;2.21
2022-10-02 07:06:11;2.33
2022-10-02 09:06:10;2.85
2022-10-02 11:06:10;3.24
2022-10-02 13:06:09;3.21
2022-10-02 15:06:09;3.29
2022-10-02 17:06:08;3.31
2022-10-02 19:06:08;3.25
2022-10-02 21:06:08;3.46
2022-10-02 23:06:07;3.32
2022-10-03 01:06:08;2.68
2022-10-03 03:06:12;2.66
2022-10-03 05:06:12;2.48
2022-10-03 07:06:12;2.35
2022-10-03 09:06:11;2.78
2022-10-03 11:06:11;3.04
2022-10-03 13:06:10;3.23
2022-10-03 15:06:09;3.09
2022-10-03 17:06:08;3.41
2022-10-03 19:06:08;3.36
2022-10-03 21:06:09;3.46
2022-10-03 23:06:09;3.29
2022-10-04 01:06:09;2.71
2022-10-04 03:06:12;2.37
2022-10-04 05:06:12;2.22
2022-10-04 07:06:12;2.31
2022-10-04 09:06:11;3.0
2022-10-04 11:06:10;2.95
2022-10-04 13:06:09;3.12
2022-10-04 15:06:08;2.98
2022-10-04 17:06:08;3.06
2022-10-04 19:06:08;3.4
2022-10-04 21:06:08;3.54
2022-10-04 23:06:09;3.31
2022-10-05 01:06:08;3.0
2022-10-05 03:06:12;2.03
2022-10-05 05:06:13;2.27
2022-10-05 07:06:12;2.35
2022-10-05 09:06:11;2.83
2022-10-05 11:06:09;2.99
2022-10-05 13:06:09;3.08
2022-10-05 15:06:08;3.1
2022-10-05 17:06:08;3.26
2022-10-05 19:06:09;3.32
2022-10-05 21:06:08;3.53
2022-10-05 23:06:08;3.49
2022-10-06 01:06:07;2.99
2022-10-06 03:06:11;2.26
2022-10-06 05:06:11;2.6
2022-10-06 07:06:11;2.64
2022-10-06 09:06:10;2.77
2022-10-06 11:06:08;2.89
2022-10-06 13:06:07;3.08
2022-10-06 15:06:08;2.58
2022-10-06 17:06:08;2.6
2022-10-06 19:06:08;2.84
2022-10-06 21:06:08;2.98
2022-10-06 23:06:08;2.91
2022-10-07 01:06:09;2.4
2022-10-07 03:06:12;1.69
2022-10-07 05:06:12;1.5
2022-10-07 07:06:12;1.84
2022-10-07 09:06:11;2.44
2022-10-07 11:06:09;2.55
2022-10-07 13:06:08;2.54
2022-10-07 15:06:07;2.86
2022-10-07 17:06:07;2.97
2022-10-07 19:06:08;3.01
2022-10-07 21:06:09;2.99
2022-10-07 23:06:08;3.03
2022-10-08 01:06:09;2.43
2022-10-08 03:06:12;2.04
2022-10-08 05:06:12;1.63
2022-10-08 07:06:12;1.74
2022-10-08 09:06:10;2.59
2022-10-08 11:06:09;2.8
2022-10-08 13:06:08;2.79
2022-10-08 15:06:08;2.79
2022-10-08 17:06:07;2.97
2022-10-08 19:06:08;2.94
2022-10-08 21:06:09;2.99
2022-10-08 23:06:08;3.07
2022-10-09 01:06:08;2.65
2022-10-09 03:06:12;2.15
2022-10-09 05:06:12;1.58
2022-10-09 07:06:12;1.63
2022-10-09 09:06:11;2.43
2022-10-09 11:06:09;2.69
2022-10-09 13:06:09;2.62
2022-10-09 15:06:08;2.84
2022-10-09 17:06:07;2.86
2022-10-09 19:06:08;3.07
2022-10-09 21:06:08;3.03
2022-10-09 23:06:08;2.95
2022-10-10 01:06:08;2.58
2022-10-10 03:06:12;1.83
2022-10-10 05:06:12;1.77
2022-10-10 07:06:11;2.12
2022-10-10 09:06:11;2.46
2022-10-10 11:06:09;2.45
2022-10-10 13:06:09;2.66
2022-10-10 15:06:08;2.65
2022-10-10 17:06:08;2.84
2022-10-10 19:06:08;2.87
2022-10-10 21:06:08;3.05
2022-10-10 23:06:08;2.97
2022-10-11 01:06:07;2.38
2022-10-11 03:06:12;1.76
2022-10-11 05:06:11;1.49
2022-10-11 07:06:11;1.87
2022-10-11 09:06:10;2.13
2022-10-11 11:06:09;2.26
2022-10-11 13:06:08;2.65
2022-10-11 15:06:07;2.71
2022-10-11 17:06:07;2.82
2022-10-11 19:06:08;2.91
2022-10-11 21:06:08;2.95
2022-10-11 23:06:08;2.97
2022-10-12 01:06:08;2.42
2022-10-12 03:06:11;1.63
2022-10-12 05:06:11;1.51
2022-10-12 07:06:12;1.95
2022-10-12 09:06:10;2.34
2022-10-12 11:06:10;2.71
2022-10-12 13:06:08;2.76
2022-10-12 15:06:07;2.63
2022-10-12 17:06:08;2.69
2022-10-12 19:06:08;2.79
2022-10-12 21:06:07;3.11
2022-10-12 23:06:08;3.11
2022-10-13 01:06:07;2.66
2022-10-13 03:06:11;1.78
2022-10-13 05:06:11;1.77
2022-10-13 07:06:10;1.97
2022-10-13 09:06:10;2.45
2022-10-13 11:06:10;2.45
2022-10-13 13:06:09;2.7
2022-10-13 15:06:08;2.59
2022-10-13 17:06:08;3.05
2022-10-13 19:06:08;3.0
